    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  130	899.30	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  131	899.60	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  132	901.90	0.0000	0.9934	0.9980	1.0000	0.0047	1.0000
  133	903.70	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  134	901.70	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  135	901.90	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  136	901.40	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  137	900.00	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  138	903.90	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  139	903.70	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  140	905.20	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  141	902.80	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  142	908.20	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  143	902.40	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  144	901.40	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  145	902.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  146	897.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  147	900.90	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  148	900.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  149	899.30	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  150	903.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  151	903.70	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  152	900.70	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  153	900.70	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  154	899.10	0.0000	0.9932	0.9980	1.0000	0.0049	1.0000
  155	899.20	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  156	901.20	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  157	904.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  158	904.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  159	899.40	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  160	902.10	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  161	903.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  162	900.60	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  163	897.50	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  164	902.00	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  165	900.20	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  166	896.00	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  167	901.60	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  168	904.70	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  169	902.30	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  170	903.70	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  171	903.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  172	910.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  173	905.70	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  174	900.40	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  175	902.20	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  176	901.10	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  177	901.60	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  178	906.60	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  179	907.70	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  180	903.20	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  181	904.50	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  182	901.40	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  183	903.80	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  184	902.80	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  185	904.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  186	902.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  187	901.90	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  188	899.50	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  189	904.80	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  190	907.30	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  191	903.50	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  192	901.00	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  193	899.10	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  194	897.20	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  195	900.30	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  196	901.00	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  197	902.40	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  198	901.10	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  199	901.30	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  200	900.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
