    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  133	74.40	0.0000	0.9706	0.9708	1.0000	0.0002	1.0000
  134	74.50	0.0000	0.9701	0.9702	1.0000	0.0001	1.0000
  135	73.30	0.0000	0.9707	0.9706	1.0000	-0.0001	1.0000
  136	73.10	0.0000	0.9691	0.9692	1.0000	0.0001	1.0000
  137	70.80	0.0000	0.9699	0.9697	1.0000	-0.0002	1.0000
  138	70.00	0.0000	0.9694	0.9694	1.0000	-0.0001	1.0000
  139	70.30	0.0000	0.9685	0.9687	1.0000	0.0002	1.0000
  140	70.10	0.0000	0.9681	0.9681	1.0000	0.0001	1.0000
  141	69.10	0.0000	0.9674	0.9674	1.0000	0.0001	1.0000
  142	68.80	0.0000	0.9678	0.9680	1.0000	0.0002	1.0000
  143	68.70	0.0000	0.9693	0.9693	1.0000	0.0001	1.0000
  144	68.30	0.0000	0.9696	0.9696	1.0000	0.0000	1.0000
  145	67.10	0.0000	0.9700	0.9699	1.0000	-0.0001	1.0000
  146	67.50	0.0000	0.9692	0.9691	1.0000	-0.0000	1.0000
  147	66.10	0.0000	0.9688	0.9688	1.0000	0.0000	1.0000
  148	65.70	0.0000	0.9681	0.9681	1.0000	-0.0000	1.0000
  149	65.30	0.0000	0.9677	0.9678	1.0000	0.0001	1.0000
  150	63.20	0.0000	0.9677	0.9676	1.0000	-0.0001	1.0000
  151	62.90	0.0000	0.9674	0.9676	1.0000	0.0002	1.0000
  152	63.00	0.0000	0.9680	0.9680	1.0000	0.0000	1.0000
  153	63.30	0.0000	0.9676	0.9677	1.0000	0.0001	1.0000
  154	62.20	0.0000	0.9678	0.9677	1.0000	-0.0001	1.0000
  155	61.90	0.0000	0.9669	0.9671	1.0000	0.0002	1.0000
  156	61.90	0.0000	0.9668	0.9670	1.0000	0.0002	1.0000
  157	62.00	0.0000	0.9665	0.9666	1.0000	0.0001	1.0000
  158	60.90	0.0000	0.9666	0.9665	1.0000	-0.0001	1.0000
  159	60.90	0.0000	0.9668	0.9668	1.0000	-0.0000	1.0000
  160	61.10	0.0000	0.9664	0.9663	1.0000	-0.0001	1.0000
  161	60.60	0.0000	0.9658	0.9659	1.0000	0.0001	1.0000
  162	59.60	0.0000	0.9648	0.9649	1.0000	0.0001	1.0000
  163	59.80	0.0000	0.9654	0.9654	1.0000	0.0000	1.0000
  164	57.70	0.0000	0.9652	0.9654	1.0000	0.0002	1.0000
  165	56.80	0.0000	0.9645	0.9646	1.0000	0.0001	1.0000
  166	56.90	0.0000	0.9650	0.9650	1.0000	0.0000	1.0000
  167	57.00	0.0000	0.9662	0.9662	1.0000	-0.0000	1.0000
  168	57.10	0.0000	0.9660	0.9660	1.0000	-0.0000	1.0000
  169	56.70	0.0000	0.9663	0.9663	1.0000	-0.0001	1.0000
  170	56.70	0.0000	0.9657	0.9657	1.0000	0.0000	1.0000
  171	57.30	0.0000	0.9656	0.9657	1.0000	0.0001	1.0000
  172	57.20	0.0000	0.9654	0.9655	1.0000	0.0001	1.0000
  173	57.10	0.0000	0.9657	0.9658	1.0000	0.0001	1.0000
  174	57.30	0.0000	0.9663	0.9663	1.0000	0.0000	1.0000
  175	57.10	0.0000	0.9658	0.9659	1.0000	0.0001	1.0000
  176	56.10	0.0000	0.9656	0.9658	1.0000	0.0001	1.0000
  177	56.30	0.0000	0.9656	0.9655	1.0000	-0.0001	1.0000
  178	55.30	0.0000	0.9647	0.9650	1.0000	0.0003	1.0000
  179	54.50	0.0000	0.9647	0.9648	1.0000	0.0001	1.0000
  180	53.40	0.0000	0.9644	0.9644	1.0000	0.0000	1.0000
  181	53.80	0.0000	0.9649	0.9648	1.0000	-0.0000	1.0000
  182	53.60	0.0000	0.9639	0.9639	1.0000	-0.0001	1.0000
  183	53.60	0.0000	0.9638	0.9639	1.0000	0.0001	1.0000
  184	53.60	0.0000	0.9637	0.9636	1.0000	-0.0001	1.0000
  185	52.10	0.0000	0.9626	0.9627	1.0000	0.0001	1.0000
  186	52.00	0.0000	0.9627	0.9627	1.0000	-0.0001	1.0000
  187	52.10	0.0000	0.9623	0.9624	1.0000	0.0002	1.0000
  188	51.40	0.0000	0.9623	0.9623	1.0000	0.0001	1.0000
  189	51.40	0.0000	0.9623	0.9623	1.0000	-0.0000	1.0000
  190	51.40	0.0000	0.9626	0.9625	1.0000	-0.0001	1.0000
  191	52.00	0.0000	0.9618	0.9617	1.0000	-0.0000	1.0000
  192	52.20	0.0000	0.9613	0.9614	1.0000	0.0001	1.0000
  193	51.10	0.0000	0.9619	0.9618	1.0000	-0.0001	1.0000
  194	51.30	0.0000	0.9619	0.9618	1.0000	-0.0000	1.0000
  195	51.70	0.0000	0.9625	0.9626	1.0000	0.0002	1.0000
  196	51.70	0.0000	0.9624	0.9627	1.0000	0.0002	1.0000
  197	51.70	0.0000	0.9625	0.9625	1.0000	0.0000	1.0000
  198	51.90	0.0000	0.9626	0.9626	1.0000	0.0000	1.0000
  199	51.50	0.0000	0.9618	0.9618	1.0000	-0.0001	1.0000
  200	51.40	0.0000	0.9610	0.9610	1.0000	0.0001	1.0000
  201	51.70	0.0000	0.9617	0.9618	1.0000	0.0001	1.0000
  202	51.20	0.0000	0.9601	0.9602	1.0000	0.0001	1.0000
  203	51.20	0.0000	0.9608	0.9609	1.0000	0.0001	1.0000
  204	50.20	0.0000	0.9606	0.9606	1.0000	0.0000	1.0000
  205	50.50	0.0000	0.9610	0.9612	1.0000	0.0002	1.0000
  206	50.70	0.0000	0.9604	0.9605	1.0000	0.0001	1.0000
  207	50.60	0.0000	0.9608	0.9607	1.0000	-0.0001	1.0000
  208	50.80	0.0000	0.9595	0.9594	1.0000	-0.0001	1.0000
  209	50.80	0.0000	0.9595	0.9596	1.0000	0.0001	1.0000
